dev_id,train_nn_rank,train_id,cosine_sim,dev_text,train_text,train_labels,dev_paraphrase,train_paraphrase
2018-Ar-03667,1,2018-Ar-03158,0.9995226263999939,"الخناقات بيننا بتبقى عتاب حلو جدا يعني و بستريح جدا بعد الخناق معاكي :""""D 💚",افاا حلوه ريحته طيب 😂 فيه مرطبات كثير كويسة بعد بس شوفي اللي يناسبك وفادك واستمري عليه,"joy,love",,
2018-Ar-02977,1,2018-Ar-03782,0.9998068809509277,ثم يحن الله على عبده يرى عينيه ويعلم سريرته فيغمره بالرضا كأن ما اوجعه ماكان وماحدث💙,مات الوفاء فلا رفد ولا طمع في الناس لم يبق إلا اليأس والجزع فاصبر على ثقة بالله وارض به فالله أكرم من يرجى ويتبع,"optimism,pessimism,sadness",,
2018-Ar-03396,1,2018-Ar-01898,0.9997275471687317,#هدوء_غرام_للدعم أجمل شعور عندما ترى دعاء كنت تدعيه قد تحقق ف يارب اثلج صدري بفرحة لم أحسب لها حساب,النقاش مع شخص تحبه وتثق فيه مفيد جدا في تخفيف التوتر والاكتئاب ويمنحك ثقة كبيرة في نفسك #اخر_رحلتين_دوليه_لك,"love,optimism,trust",,
2018-Ar-02296,1,2018-Ar-04206,0.9997782111167908,لكن الذي يلازمني الى الان هو عندما يراقبني شخص وانا اشتغل او اسوي شي احس بتعرق قليل و بارتجاف اليدين رجفة واضحة جدا لكني اخفيها,نفسيتي اليوم تخرب كل ما اتذكرها واتذكر الوضع 🙂 غضب وامتعاض لا يمكن وصفه,"anger,disgust,sadness",,
2018-Ar-02858,1,2018-Ar-03557,0.999470591545105,٢- وصلت للعمر هذا وللحين ماعرف اكل حبوب اقدر اقول فوبيا الحبوب متلازمه فيني من الصغر ومازالت,اشمئزاز لا منتهي منها\nوعلى الرغم من هذا مازلت احاول بكل ما اقدر اطول بالي عليها واتغاضي عشان نفسي،لكن اعوذ بالله من نفاذ صبري..,"anger,disgust",,
2018-Ar-00517,1,2018-Ar-00206,0.9998125433921814,آل الشيخ يصف حكامه بالمتبصربن سيقت له الأمجاد زائفة فصدقها الغبي حماس جماعة إرهابية من أرهبت يامتحذلقين ياآكلي السحت,الأنا خايف منو وبقرض في أضافري من التوتر إنو البيتكوين يبقى بعد شوية من متطلبات الشيلة والله إلا نجعر,"fear,pessimism",,
2018-Ar-02618,1,2018-Ar-01847,0.9996481537818909,#فرحه_بوندق كل سنة وانت طيب يا برو❤,@234_aadd مساك #سعادة  ي مصدرها ربي يسعدك 🌹😍,"joy,love,optimism",,
2018-Ar-02570,1,2018-Ar-00420,0.9997419714927673,اليوم قافلة ومالي خلق شي وتفطرت لقمتين والحين منبطحة بداري ... #عزلة_تامة,#رامز_تحت_الارض تربع على #قمة التفاهة #صراخ وازعاج بلاتوقف #كلمات نابية ألفاظ قذرة وترويع #سخرية وصلت لمقام #الصحابة ما #المتعة في الأمر,"anger,disgust",,
2018-Ar-00191,1,2018-Ar-00911,0.9996870160102844,"راضيه أكون معاك لو يغمرنا السكوت,يكفي شعور الأمان إللي أحسه معاك.",لا انكر اني فقدت شيئا ألمني وأتعبني كثيرا لكنك تفهمين الإلتزام وتأنيب الضمير فهما خاطئا ليس لي ذنب فيه,"anger,sadness",,
2018-Ar-03329,1,2018-Ar-01279,0.9995966553688049,دع إبتسامتك هي أول ملامحك فهي لك #صحة وفي الدين #صدقة وفي القلب #سعادة ولمن حولك أثرا جميلا 🎶 🍃,#اللهم أرزقها #سعادة لاتنتهي وراحة #بال لاتنجلي وأغمر قلبهاا #فرحاا وروحها #سكينة وحقق لها كل #ماتتمني وبارك لها فيه 🙏 🙏 🌙,"joy,love,optimism",,
2018-Ar-01226,1,2018-Ar-01144,0.9998525977134705,د هشام انا عندي رعشه باليد اليمين بس اذا نمت تروح مزعجه جدا ايش ممكن يكون سببها وايش علاجها لان ضرفي الماديه صعبه,يعني ايه ركبي توجعني الوجع ده ولا وجع واحده عندها ٦ سنه,"anger,pessimism,sadness",,
2018-Ar-01857,1,2018-Ar-02716,0.9997751712799072,10- اتنرفز بسرعه، مع كذا انفجرت بغضب كامل يمكن اربع او خمس مرات بحياتي كلها\nاهلي ماقيد شافوني بالحاله هذي ابد,انا اكثر شخص متناقض بداخلي حب وكره وامل وقنوط للحين ماعرفت نفسي,"anger,sadness",,
2018-Ar-03132,1,2018-Ar-00763,0.999533474445343,"مهما وصل وجعي من أي إنسان ماعمري فكرت اضره مو ضعف , بس عندي قناعه إن ربي يبتلي كل شخص بنفس اللي سواه بغيره 😞.",الولد اللي بيضرب الكلب ده في الفيديو انا مش عارفه أشتمه ازاي 😡,anger,,
2018-Ar-00885,1,2018-Ar-04387,0.9997369050979614,تقدم الجيش اليمني الى صنعاء أرعب الحوثيين جرذان أيران وكلاب عفاش وأنباء عن هروب الكثير منهم,الأمن السعودي هو من أنقذ رفاقك في جزيرة الخبث والفتنه باليمن عندما كانوا على وشك الوقوع بإيدي الحوثيين في عدن أخرس يا وضيع,anger,,
2018-Ar-00185,1,2018-Ar-03592,0.9996417164802551,آثامنا عديدة وندمنا جبان  #بودلير #أزهار_الشر,أنا لست أخشى #الذئب ذئبا انما أخشاه في جلد #الحمل #رعبي #عدو لا أراه أو لا أراه إلا إذا #فات_الأوان #نجيب_سرور,fear,,
2018-Ar-01420,1,2018-Ar-00234,0.9996740818023682,تدري بعد ما أسمع صوتك شيصير فيني؟\nتصير دقات قلبي سريعه أحس بيها ،أحس بفرح تمليني كلي،أقعد أضحك بلا شعورين تدري؟,لأول مرة أشعر بأنني وحيد وبأنني أملك مصيري بيدي شعور بالفزع انتابني حين شعرت بأن لا ملجأ إلي سواي,"fear,sadness",,
2018-Ar-03519,1,2018-Ar-01441,0.9994773864746094,لكل مظلوم لك رب احد اسمائه المنتقم 👌 🏼,فيني غصه وضيقه احس بصيح شعور يذبح احساس مرير حسبي الله ونعم الوكيل بس لو يرجع الوقت وراء والله ماصلحتها 😖 #جهل #غباء #خبله # 😈 # 👺,"anger,disgust,sadness",,
2018-Ar-01347,1,2018-Ar-00034,0.9996923804283142,#وجع_قلب\nالقلب لو مات مش هيحس بوجع الجرح\nالموت راحة\nتأكد الكلمة القاسية اللي بتخرج من اللسان بيكون مستخبي وراها قلب بينزف,أبويا الله يرحمه كان دايما يقولي : محدش حيمسح #دمعتك إلا ايدك\n\nوكنت بسمع الجملة وأكبر دماغي\n\nومعرفتش قيمة وحقيقة الجملة دي إلا بعد موته.,sadness,,
2018-Ar-04187,1,2018-Ar-02122,0.9994198679924011,شكله عيدنا ٣ أعياد ان شاء الله فرحة عيد الله عيد تولي #تميم_المجد و عيد النصر بإذن واحد أحد 🙏 🏻,#احتفالات_عيد_الرياض مو حلو عيدكم حنا احلا 🙄,"joy,optimism",,
2018-Ar-03157,1,2018-Ar-02600,0.9997825026512146,لو قيل لي أن الله موجود وأنه يعرض علي الجنة أو العدم لقلت بكل ثقة أريد العدم يا الله أعدمني ولا تدخلني الجنة أنا حانق لهذه الدرجة يا إلهي,ماأصلح للإستغلال أبدا لأني على رغم الضعف اللي تشوفه فيني أقدر أستبدله بخبث فالله يرضى عليك إبعد وإنت طيب,"anger,sadness",,
2018-Ar-02308,1,2018-Ar-02084,0.9996495842933655,@HamdyElshwey بس بقا متفطرتنيش عليك😠😠😠,@mahaalbulushi2 هااااااااا هاااااا وش هذا القصف ونحن فوقت السحور م يجوز وش قصدك بهذا الكلام 😂💔😠,"anger,joy",,
2018-Ar-03618,1,2018-Ar-04271,0.9997621774673462,جتك ستين خيبه والموضوع ساعتها قلب معايا هستيريا ضحك وشكلي كان مسخرة كالعادة 😂💞,انتي كده مرتاحه يعني انا حاسه ان في خطوره علي كل محلات الاكل اللي حواليكوا يا رنا,fear,,
2018-Ar-03176,1,2018-Ar-00146,0.99982088804245,@khalidyatnet ذعر ورعب يعني بتشوف ناس تجري وصياح وناس مغمى عليها وبعدين وش المانع ان المقطع يكون عملية انقاذ للضب ؟ ممكن وارد,@Mawteeni نذاله وخسه اذا اللي يسفكون الدم رياييل من اصل لايتجهون للافراد ليواجهو قبحهم الله الكفره,"anger,disgust",,
2018-Ar-00431,1,2018-Ar-02823,0.999789834022522,تدرون اول كنت من اشد الناس تتابع افلام رعب والحين ان شفت فلم جلست اسبوع مانام من الخوف,كان نفسي اتفرج على كفر دلهاب ده بس للاسف انا جبانة وبنام في النور اصلا,fear,,
2018-Ar-02959,1,2018-Ar-01088,0.9998486638069153,#فرحه_قلبك_تتمثل_في فرحة تملئ القلب وتدمع العين,#فرحه_قلبك_تتمثل_في فرحة حد بحبه اكيد,"joy,love,optimism",,
2018-Ar-00272,1,2018-Ar-00326,0.999803900718689,أسوء شخص هو من يحبك ويبخل عليك بلحظة سعادة وتتساءل كيف اجتمع الحب والجفاء في قلب واحد وكيف يعذب الإنسان قلبا أحبه #قسوة,#السعادة كن مع الله ولا تحسد أحدا ولا تحقد وعش ببساطة مهما علا شأنك توقع خيرا مهما كثر البلاء وتعلم العطاء ولا تنتظر الرد,"joy,love,optimism",,
2018-Ar-01818,1,2018-Ar-04121,0.9996045827865601,@loomi_71 على فكره مو خوف لكن فجأة الخبر بدون سابق إنذار ..,@jannat_hoda هههه والمشكل لي عندو ؛! مظاهرات واحتجاجات واعتقالات بالجملة في غليان من شهر,"anger,sadness",,
2018-Ar-01489,1,2018-Ar-03344,0.9996758699417114,#عيديتك_مع_رغد_محمد اي شيء منك حلو اهم شيء هديه 😢 😢,#عيديتك_مع_رغد_محمد٥ \n اتمنى  اي مبلغ مادي منك ابغى اشتري لماما عيدية وافرحها بليز☹️☹️😢,"anticipation,joy,love",,
2018-Ar-03362,1,2018-Ar-01045,0.9998118281364441,#كيلو74نتكلم دون بفعل ليت نفعل ونحاول مو مجرد كلام نفسي اغلب الي مسوي حفله يلغيها ويسوي شيء ينفع دنيا واخرى,الواحد مايعرف ينام من الهم حتى وانا نايمه قاعده افكر واكلم نفسي وجع جعلني ما عيدت معهم,"anger,pessimism,sadness",,
2018-Ar-03848,1,2018-Ar-01099,0.9997142553329468,شكرا لأشياء بسيطة عمرت بداخلنا ألف فرحة ❤,لكل متابعيني الله يروي قلوبكم بالفرح وغيث السعادة ويجعل أرواحكم نقية من الأحزان والهموم ❤️,"joy,love,optimism",,
2018-Ar-01120,1,2018-Ar-01353,0.9997522234916687,#التردد #فوبيا لو الانسان مقدرش يتغلب عليه هيعيش طول حياته خايف يأخد اي قرار لنفسه,ضميرك لما #يأنبك متكرهش نفسك لأن ده أكبر دليل على #خوفك من ربنا وإن جواك إنسان كويس 🙂,"fear,optimism,pessimism,trust",,
2018-Ar-03292,1,2018-Ar-03524,0.99990314245224,كنت كائن خائف مرتجف متأهب لأي سقوط مفاجئ أما الآن فأنا أدرك أن بالقرب من أيامي ثقب كبير ثقب سوف يسحبني ببشاعه وسأقاومه *,كنت كائن خائف مرتجف متأهب لأي سقوط مفاجئ أما الآن فأنا أدرك أن بالقرب من أيامي ثقب كبير ثقب سوف يسحبني ببشاعة وسأقاومه,fear,,
2018-Ar-00649,1,2018-Ar-00344,0.9995343685150146,٦: أحب جميع الحيوانات وماأخاف منها إلا الكلب ممكن صوته من بعيد يسبب لي رعب,"أنا حزينه بشكل حقيقي وبدون لف ودوران و ماعندي شخص يقول لي "" لاتحزني .. فالحزن في عينيك من أعدائي"":(",sadness,,
2018-Ar-03135,1,2018-Ar-02107,0.9998548626899719,لو كنت بيوم دايم من الأشخاص اللي يقولون كل شيء راح يصير سي أعرف أن بيوم الكل يعتبرك نذير شؤم ف انتبه لسلبياتك وعزز ايجابياتك أنت اجمل من كذا,بالوقت اللي تبعد عن الناس اللي تضايقك باستمرار او تكون مصدر إزعاج بالنسبة لك حتى لو تحبهم بترتاح بشكل كبيير وتفتك منهم اكثر من انك تكون حزين,"anger,trust",,
2018-Ar-00184,1,2018-Ar-04222,0.9996813535690308,@reeo12e @NajranWeather سبحان الله في الغيوم شكل قلب 😊,@h3yran والله ياخوك مدري بس الافراح كانت عارمه😂💔,joy,,
2018-Ar-01310,1,2018-Ar-03310,0.9996182918548584,@teleghraph يا كافي البلاء 😧,@firstnamewaad يازين دوامي 😆,"joy,love,optimism",,
2018-Ar-00833,1,2018-Ar-01711,0.9997801184654236,بريمر من اجى للعراق خسر جيشه بالمعارك مو مثلكم تنطون ٤ مليار لترامب #جبن,#اجنبي_يضرب_مواطن الله يكسر ايدك يجي من ديرته مايسوى ريال ويتمرد بعد حيوانات كره عظيم لهم بداخلهم حقد حسد للشعب أعوذ بالله,anger,,
2018-Ar-01159,1,2018-Ar-00651,0.9997850060462952,في إحدي المستشفيات سقطت باروكة فتاة فضحك المتواجدون عليها عندما بدأ شاب بمساعدتها قالت باكية مرتجفة ما ذنبي إنه مرض السرطان أخذ شعري,شكرا لك ربما تسرعي في الكتابة ساعة ما فجعني خبر مقتل أبرياء وهم يتسحرون جعلني أقتصر على بضع كلمات تعبر عن غضبي,"anger,sadness",,
2018-Ar-03538,1,2018-Ar-01336,0.9994804263114929,@al_genteel يطير للقبر ان شاء الله 😡,@q834k بهالرطوبه اخم واغسل ؟؟!!!!!!!!!  انفولو 😤,"anger,pessimism",,
2018-Ar-00155,1,2018-Ar-04279,0.9997167587280273,#كنزة_في_شيش_اتحداك\nجمال العالم في عنيك بالاضافة الى المراة القوية المحاربة الي فيك فخورة بيك قد الدنيا,#الفرحه_انك تفرح حد غلبان بجد كفاية عيون الفرحة والسعادة لما يفرح بتحس انك انسان ليك قيمة ❤,"joy,love",,
2018-Ar-00925,1,2018-Ar-02104,0.9993391036987305,😳 ابديت توتر اليديد شنو هذاا,يي اليوم بجرب اسوق 😱 خايفه,"anticipation,fear",,
2018-Ar-00501,1,2018-Ar-03814,0.9996629357337952,#عتب_الحروف من شخص يعتذر منك هذا مو شرط انه انت صح وهو غلط لا يمكن هو يحبك ويحترمك ومن فرط احترامه الك ما يريد يخسرك #اسف لكل واحد ضوجته 😐 😌 ✌,والله امر محزن بهالوقت تحس انك ذليل وضعيف وحقير بنفس الوقت 🙂 لما تشوف ناس تعتدي عليك امام اهلك والناس بدون سبب 🙃 #تهجم_سائقي_دبابات_على_عائلة,"anger,pessimism,sadness",,
2018-Ar-00617,1,2018-Ar-04298,0.999530017375946,#بهجه_زهور_ينبع ابداع وتميز ورقي بالتعامل اتمنى لكم المزيد من التوفيق والتقدم,الف الف مبروك للشاعر/محمد بن مصوي اتمنى لك التوفيق والنجاح وباذن الله تعالى المركز الاول 🌹 #جائزة_كتارا_لشاعر_الرسول,"joy,love",,
2018-Ar-01315,1,2018-Ar-03119,0.9995134472846985,سمعتي فلان شنو واقع ليه؟؟ لا ..؟    ولكن فين عايش؟؟ انا عايش ف حياتي ماشي ف حياة الناس - يشعر بـنفاذ صبره,احياناً اوصل مرحلة من القنوط افكر ليش انا من بين كل هالبشر؟ وش الخلل؟؟ وش الذنب اللي سويته بس!,"pessimism,sadness",,
2018-Ar-03802,1,2018-Ar-02853,0.9998189210891724,أنا متفق انه صغير والتوقيع معاه مغامرة لكن طلباته واقعية ومتابع الفريق وغير كذا ما عاد فيه وقت,بعد الفجر اللي الظالم وصله فأنا كشخص سلبي مكتئب شايفة ان مفيش فايدة وربنا كبير بقى,"anger,pessimism,sadness",,
2018-Ar-02068,1,2018-Ar-03751,0.9998151063919067,لو فكنا ربي من خيانة قطر كان انتهت بس الكلاب الخونه هم اللي يدعمون الحوثي,بعد ٣ يونيو الشعب المصري كان حانق علي الجماعات الإسلامية وشيوخهم النهاردة كل شيء اتنسي ورجعنا نلف في الدائرة اياها,"anger,disgust,pessimism,sadness",,
2018-Ar-00080,1,2018-Ar-04364,0.999352753162384,وانا اقول بعيد فيه وقت 😭 😭 #جرح #حزن #كآبه #انهيار,حروف كلماتك تجرحني وانت ما تحس 💔 #قسوة #ضيقة #حزن #دمعة,"pessimism,sadness",,
2018-Ar-02791,1,2018-Ar-00011,0.9997818470001221,هه من دفعلي المال 😅 بعدين فضح الطواغيت ماهو غيبة فضحهم واجب قبحهم الله في الدنيا والآخرة,الله يجبر مصابه انهم أهل الوفاء فلا غرابه إن جزع,sadness,,
2018-Ar-03145,1,2018-Ar-00987,0.9996501207351685,صلاة الفجر ابتسامة السعداء و طمأنينة الارواح و عشق الانقياء لركعتين يرون بها نعيم الجنه ❤️ الي المساجد يامن تريدون الراحه 🌹,و الله مهما كانت سعادة كل الناس مش هتوصل لسعادتي و فرحتي النهارده 😍 😍,joy,,
2018-Ar-00568,1,2018-Ar-02379,0.9997856020927429,انا وحدة ماحب التفاح الله يعز النعمة لو اموت جوع ما اكله واهلي هذي السنة مسكوني العصير كل يوم اقطع تفاح 😭,الله رحيم والله لو عندي اطفال كان الحين مجنونه اركض بالشارع عندي هلع وخوف افقدهم يضيعون احد يخطفهم مو عادي حرصي يفوق الوصف,fear,,
2018-Ar-01504,1,2018-Ar-01955,0.9995712041854858,مبروك للمدريديه الي يشوفون ذي التغريده اتمنى البث حق الاحتفالات يرضيكم,"ما فيه جوائز قيمه للي يقسون بالكلام ""ببشاعه"" هدو الوضع.","anger,disgust",,
2018-Ar-03526,1,2018-Ar-03471,0.9995654225349426,شكرا لجميع أعضاء شرف الهلال قدمتم دعم كبير وغير مستغرب حقيقة من رجال عاشقين للهلال أولا وأخيرا الشكر لا يوفيكم حقكم 💙 #عرس_الزعامة,والله حنا شعب عظيم خفة الدم موجودة بكل أفراد المجتمع حتى المشايخ  😂❤,"joy,love,optimism,trust",,
2018-Ar-00025,1,2018-Ar-01400,0.9993833899497986,الله يرجعها لأهلها عاجلاً غير آجلاً.. يمين بالله حاجه تكسر القلب):.,يا من يعيد للمريض صحته 😥 ويا من يستجيب دعاء البائس الضعيف 🙌 أسألك يا الله أن تلطف بجسد كل مريض وتكتب له الشفاء العاجل يارب العالمين,"anticipation,optimism",,
2018-Ar-02482,1,2018-Ar-02215,0.9998081922531128,@ali55509 حبتور تصريحاتك أرعبت تركيا وانهار اقتصادها يارجل ما دخلك بالسياسة خليك بدكاكينك,السياسة ما عادت لكل فرد إنما هي حق لأصحابها الذين لا يعرفون منها سوى دوافع مجهولة معلومة و ان حاولت التكلم فيها عايروك بماض لا يخصك #ترهيب,"anger,disgust,fear",,
2018-Ar-01249,1,2018-Ar-04362,0.9997902512550354,#إلغاء_متابعة هؤلاء اهون عندي من الامتعاض والاشمئزاز مما يطرحونه من فتن تشق الصفوف وتبث تغريداتهم كراهية بين الاخوة العرب وبالخليج تحديدا,يتفاخر السعوديون بانخفاض نسبة الإغتصاب في السعودية مقارنة بالدول الغربية و الحقيقة أنهم يمارسون التكتم و ترهيب الضحايا لإجبارهن على الصمت,"anger,anticipation,disgust,pessimism,sadness",,
2018-Ar-02790,1,2018-Ar-03445,0.9997772574424744,هل سيعيش المغرب #ربيعا_أمازيغيا كما عاشناه مرتين في #الجزائر 2001/1980 غبي جدا إذا اعتقد الملك أن الحل #قوة #رعب #تخويف انشاءاللهخير #هشامو,#مصيبة #كارثة #فاجعة على الشعب حينما تعطى الصلاحية لشخص #جاهل #تافه يقوم بتحرير المخالفات بلا ضمير ولا خوف من الله #باشر_نظام_فاشل,"anger,disgust",,
2018-Ar-03857,1,2018-Ar-02145,0.9992910027503967,مساك #سعادة ي مصدرها ربي يسعدك 🌹 😍,"أنتي مجموعة #سعادة في ""قلب إنسان"" 💜 😍 😘 بإنتظار اللقاء الملكي ع #نار 😭","anticipation,joy,love,optimism",,
2018-Ar-00427,1,2018-Ar-01441,0.9995496273040771,➰ عندي رغبه أترك العالم واغيب وابتعد عن مصدر إزعاج البشر لا غريب ولا قريب ولا حبيب لا حسد لا هم لا ضيقة صدر 🚶,فيني غصه وضيقه احس بصيح شعور يذبح احساس مرير حسبي الله ونعم الوكيل بس لو يرجع الوقت وراء والله ماصلحتها 😖 #جهل #غباء #خبله # 😈 # 👺,"anger,disgust,sadness",,
2018-Ar-01561,1,2018-Ar-01367,0.9995571374893188,نفسي في مفاجأة تخليني منشكحة انشكاح منشكحهوش منشكح في تاريخ المنشكحين 😂 😁 💃,هتحس بغربة مؤلمة في نفسك ربنا يكفيكم شر الاحساس ده 😊,sadness,,
2018-Ar-02361,1,2018-Ar-01841,0.9995698928833008,الحقيقه انو من بداية الاجازه محد سأل عني.. #جرح#مجروحه#حزينه#اصلاًعادي,انا بالضبط دخلت طب واتخرجت اكرم حسني 😂😂#بهجت #ريح_المدام,"joy,pessimism",,
2018-Ar-03668,1,2018-Ar-00020,0.9994083046913147,بكرهني كتير لما إتذكرك بتلخص #مشاعر #شفقة .. مشاعر #ندم .. مشاعر #حزن.. بس أكيد مو #حب  ولا #إخلاص,خطيئتي و صوابي أنني أحبتك أكثر من نفسي 💘 #شوق #حب,love,,
2018-Ar-01301,1,2018-Ar-01509,0.9998125433921814,لم يعد البكاء يعرف كيف يذيب جبل الملح هذا إني أخاف أن أبكي ولا أستطيع السكوت بعدها,"وكان سبب كل هالشوشره والزعل والقومة والطيحة هي ""أنا محتاج أحس إنك تبيني"" ولكن محد يفهم","anger,sadness",,
2018-Ar-04147,1,2018-Ar-01841,0.9995018243789673,@RahmaMadany وانا والله  😂😂 الولد دا دمه خفيف وعسل جدا  😍,انا بالضبط دخلت طب واتخرجت اكرم حسني 😂😂#بهجت #ريح_المدام,"joy,pessimism",,
