dev_id,train_nn_rank,train_id,cosine_sim,dev_text,train_text,train_labels,dev_paraphrase,train_paraphrase
2018-Es-02174,1,2018-Es-04732,0.9998049139976501,@TheRedPika Pero si no insulto a mi cuñado que cojones hago entonces,@RafaVidalCasas Yo lo reescribiría y pondría el hashtag #ironía en tu tweet porque realmente nadie lo está pillando ^^',pessimism,,
2018-Es-05945,1,2018-Es-00821,0.9997469782829285,"Me da tanta pena que los niños del sename sean tan vulnerables, tan desprotegidos y sin alguien que se haga cargo de verdad de ellos","la depresión es una enfermedad tan mortal como silenciosa, si no pides ayuda literalmente tu vida se puede ir por el caño",sadness,,
2018-Es-04075,1,2018-Es-06150,0.9995660781860352,"El tiempo pasa incluso aunque parezck imposible, incluso a pesar de que cada movimiento de la manecilla uel reloj duela.",Me llega de pronto la desesperación y el sinsabor.,"fear,pessimism,sadness",,
2018-Es-00684,1,2018-Es-00631,0.9995691180229187,Ya. Ese fue mi berrinche del mes,Bojan no me tiene contenta.,"anger,sadness",,
2018-Es-01451,1,2018-Es-06900,0.9998165965080261,Pa qué me enojo con gente que se le hace trágica la numeración de butacas...,Que imaginación la mía cuando estoy celosa o preocupada,"anger,fear,pessimism",,
2018-Es-06127,1,2018-Es-06009,0.9996932148933411,"@Vane_Twitts No se te vaya a olvidar, yo que tú lo fijaba ","@Fabr1_320 Deberías quitarme de tus notificaciones, sigo ofendida por lo de la peli, cambio y fuera",anger,,
2018-Es-04620,1,2018-Es-06106,0.999745786190033,@RCTV_CONTIGO CUANDO salgamo de esta pesadilla todo debemos aprender y pedir quienes lleven la riendas del país sean los mejores en su aría,"@camilorojasjuan Música para mis oidos, a pesar del gol aldo nos hace lentos y poco sorpresivos","joy,pessimism",,
2018-Es-05188,1,2018-Es-00667,0.999820351600647,"Si como amiga me seguía los caprichos no me imagino que pasará ahora, próximamente termino tinturado ",Ya me entró ansiedad y ganas de llorar porque me acaba de caer la cuenta de el poco espacio y falta de privacidad que tendré...,"fear,sadness",,
2018-Es-01711,1,2018-Es-00900,0.9997376799583435,es algo q te hace infeliz naa posta comparto mg like rebloggear,@noticiarepretel Peligroso algo sabe guima acuerdese que el hijo es celso,fear,,
2018-Es-03250,1,2018-Es-01657,0.9997393488883972,"@fdualipa pero es con cariño, si no te quisiera no hubiera caído en tu chantaje del piojito ",@julisologaistoa Vos que vas a saber si sos una amargada que no quiere que la llame 😢,"anger,disgust,sadness",,
2018-Es-05779,1,2018-Es-04456,0.9993255734443665,Robben en banca y Muller titular #Irónico🤦‍♂️,@NatiEstropini JAJAJAJ por el estribillo 🙄🤦🏻‍♂️ Después te explico ,joy,,
2018-Es-03341,1,2018-Es-02260,0.9997541904449463,@ZeroSagitary a pesar de lo simple que suena nunca la e probado o no recuerdo comer algo con esa apariencia,Vivo de mal genio y esta mierda me tiene mas amargada,anger,,
2018-Es-06537,1,2018-Es-03478,0.99947589635849,"Tengo mi propia versión del optimismo. Si no puedo cruzar una puerta, cruzaré otra o haré otra puerta.  Rabindranath Tagore",Sabes que no hay marcha atrás cuando comienzas a sonreír cada vez que hablas con esa persona.,"joy,love",,
2018-Es-03037,1,2018-Es-01822,0.9997165203094482,@LezoBlas @PedroInsua1 @jsierrah @xesusgalan ¡Que no lo veamos! #susto,"@DebRyanShow @AlexXxStrecci #rayito claro que si, un cambio es genial",joy,,
2018-Es-05878,1,2018-Es-01823,0.9996631145477295,Hace una semana que no como asado. #Depresion,Sé que no es una ofensa pero me la voy a tomar como tal. @suicidiofeliz,anger,,
2018-Es-02666,1,2018-Es-00545,0.9996563196182251,"@diegoeduardosp En el topman, hym, son terrible baratos, más en estas fechas yo cacho.",@bianca43721 Dos tweets seguidos. Vos debes tener ansiedad por el viaje me parece...,"anticipation,fear",,
2018-Es-05250,1,2018-Es-05396,0.9997395277023315,"#Ollantahumala Espinoza: ""El viaje de sus hijas a EEUU no constituye peligro de fuga porque aún depende de sus padres"" @NuevoSolPeru",@PahParla lágrimas e indignación al ver que ya no importa que una mujer con niños hoy no tenga donde dormir.,"anger,sadness",,
2018-Es-02910,1,2018-Es-06186,0.9994993209838867,"ibas a patin, nunca te conoci bien pero me caes genial","que no me para ni dios, ya me cuenta que estando serio es como estar enfadado, pero mas bestia, asique nada, ahora me voy+","anger,pessimism",,
2018-Es-00882,1,2018-Es-03133,0.999691903591156,"En el verano ya voy a ir con el auto o con la camioneta, no camino nunca mas ",Sigo creyendo que soy la persona mas solitaria del mundo,"pessimism,sadness",,
2018-Es-03123,1,2018-Es-06851,0.9995872974395752,@OZphotograph JuajuajuajuajauJauJuJajajuajaua que chistoso ,"@seokjinstaner @Nampeachoonie Jajajajaja yo no bueno si, bueno no, bueno no sé Jajajaja ","joy,optimism",,
2018-Es-00200,1,2018-Es-05976,0.9997311234474182,@putzkassy Susto**,@Silencios_5678 Buenos días Daniel ,joy,,
2018-Es-03728,1,2018-Es-00656,0.9997383952140808,Ademas andan leyendo los insultos y sintiéndose mal por eso.  #ModoHumor  #Ironía,Bueno... todos son unos malditos idiotas. Ya entiendo el resentimiento #Feminazi,anger,,
2018-Es-01046,1,2018-Es-06179,0.9997830390930176,"No me enojo si alguien me da las buenas noches,ahr",Si alguien me habla no me enojo,"anger,trust",,
2018-Es-02141,1,2018-Es-02568,0.9994236826896667,"Ptm, donde esta mi lunar??? 😥",Y todo fue mentira 😥,sadness,,
2018-Es-03214,1,2018-Es-01289,0.9994734525680542,"La ansiedad me impide continuar leyendo, odio esa sensación.","Si antes no me daba sueño, ahora menos... que estrés. ","anger,pessimism,sadness",,
2018-Es-00971,1,2018-Es-02048,0.9996623396873474,Con 3 semanas intensas de Squad Battles te dan un trofeo en el que pone que te has pasado Ultimate Team #Ironía #FIFA18,La Copa Oro se juega todos los días de todos los años desde que existe el futbol,none,,
2018-Es-06268,1,2018-Es-03503,0.9997830986976624,Que hermoso ver como salvaron a los gatitos de Patricio Sáenz #37 ,"@sopitas Ahora sabemos porque tan sonriente en las fotos, seguramente decía pobres pendejos los que creen esto","anger,disgust",,
2018-Es-02897,1,2018-Es-01822,0.9997999668121338,@Leila_Nash @chrisortizr_10 @danieljadue El cara de raja es un cobarde ni siquiera contesta,"@DebRyanShow @AlexXxStrecci #rayito claro que si, un cambio es genial",joy,,
2018-Es-03546,1,2018-Es-03504,0.999754786491394,@__sugu Si esos temblores andan con todo ,@fanetin habrá respondido la pepa con indignación o no,anticipation,,
2018-Es-00560,1,2018-Es-05265,0.9997279047966003,"Menos mal que el #ReydeBastos nos ha dicho que estemos tranquilos, pensaba que esta noche no dormía sin escucharle... #ironía",@A3Noticias Que bien se lo pasan en Cataluña!! El pais k yo quiero!!! #ironía,joy,,
2018-Es-00350,1,2018-Es-05501,0.9997891187667847,Estoy cansada de gente falsa en mi vida!!!,Hoy en verdad terminé súper cansada😌,sadness,,
2018-Es-01674,1,2018-Es-03218,0.9997496604919434,Estoy muy triste pq me dijo que era bien enfadosa jajajaj,"no les pasa que no les hablan a alguien pq piensan que está enojado, pero resulta que él igual pensaba que tu estabas enojada jaja re lokiz",joy,,
2018-Es-03926,1,2018-Es-05749,0.9995967745780945,"Lo que más me asusta de la historia de Manuel Bartual son los comentarios que le hace la gente. Leedlos, por favor. NO SON FICCIÓN. ",Espero que la prensa no titubee y sea implacable. Es lo mínimo que se le pide a una profesión digna (o que debe serlo).,"anticipation,optimism",,
2018-Es-04541,1,2018-Es-05842,0.999722957611084,Esta insolada valió la pena cada segundo.,Terrible lo mio de alunarme por cualquier cosa.,"disgust,pessimism",,
2018-Es-06449,1,2018-Es-04364,0.9997576475143433,@narielg La pizza te quita el enojo? No comprendo tu sentir,"@Hinzulina @niggavm03 Bebe que te he dicho de hablar con gente de color oscuro? Ni la hora se les da, vente.",disgust,,
2018-Es-06820,1,2018-Es-04199,0.999765157699585,"@Juliococo Es lamentable pero así es que se acabará el chavismo, esto si es pueblo","@EspiralCanal11 que tema, esta muy bueno y casi no se toca entre nosotros los hombres por temor a ser criticado","fear,optimism",,
2018-Es-03675,1,2018-Es-01713,0.9997475147247314,@KarlitaGarcia8 Jajajajaja tu me haces estresar con tu impuntualidad 😥,"@Jona1795 Jajajaja cero, yo soy como la amiga que le hace ver el lado chistoso a su drama life 😂","joy,optimism",,
2018-Es-03682,1,2018-Es-01533,0.9996351003646851,No quería irme 🙁,hay que cuidarse más 🙁,"anticipation,sadness",,
2018-Es-00988,1,2018-Es-05256,0.9994732737541199,En serio no puedo creerlo.. estoy en shock,Juro que me estoy amando en este momento 😊,"joy,love",,
2018-Es-06005,1,2018-Es-03629,0.9997426271438599,Anoche no me estalló la vena de la furia de milagro.,No me enojo si me hacen desaparecer,anger,,
2018-Es-03707,1,2018-Es-05904,0.9997559189796448,@violetlightstar @sarcasmshouts @arrowsftcry @delusivcbes @gcldndark Me perdí la pelea del año.,"@AndresF_Garcia Todos los dibujos tienen cachos, sospechoso @josesalaaas @Dederlealdair @I_amghoul @JhonCruz0525 @jhonatanperez__","fear,surprise",,
2018-Es-02184,1,2018-Es-01337,0.999809205532074,@paolastonexxx Que afortunado!! cojerse tan buena vieja,@irusanabria Se me van a ver los rollos más que la tanga si sigo con mi felicidad jejej,joy,,
2018-Es-02668,1,2018-Es-01331,0.9997684955596924,"Creo que esta fue la semana más aburrida de mi vida, me tendría que haber quedado en trenque lcdlg",A disfrutar este fin de semana porque el lunes se me acaba la dicha.😶,"joy,sadness",,
2018-Es-00122,1,2018-Es-05653,0.9996527433395386,"Estoy a dos de entregarte mi corazón, yo creo que a menos como 5 ","No puedo clavar el visto, aunque sea con una carita te contesto ","anticipation,optimism",,
2018-Es-05780,1,2018-Es-04653,0.9996692538261414,"Procura nunca salir de tu casa enojado con aquellos que amas, la vida puede cambiar en un segundo, tal vez nunca te despidas.","No alardees que un hombre comprometido está tras tuyo,eso le sucede a cualquiera; siéntete orgullosa cuando lo RECHACES a pesar de quererlo.","disgust,optimism",,
2018-Es-04022,1,2018-Es-04559,0.999693751335144,Soy tan orgullosa que no le voy a decir Felíz día.,Bendito sea el que estuvo antes de mi. ,"joy,optimism",,
2018-Es-04337,1,2018-Es-01878,0.9996748566627502,"A pesar de este revés en el Proyecto de Ley sobre Aborto, debemos unirnos para no darle la espalda a las mujeres y niñas de Chile",Compartimos el gusto por los gatos y el odio por el llanto de los niños.,"anger,joy",,
2018-Es-04747,1,2018-Es-06814,0.9997032284736633,@SantiagoACanton Víctimas dl terrorismo en Argentina sin DDHH. Terrorista con cenotafio q figuran en muro de MEMORIA!! Cdo tendrán justicia?,@hcapriles @NicolasMaduro Y ellos que se dejan humillar... definitivamente un grupo de vzlanos perdió su dignidad....,"anger,disgust,sadness",,
2018-Es-03821,1,2018-Es-00248,0.9993802309036255,"salir del cine, está lloviendo 😓y agradecer a los del valet por cerrar mis vidrios, evitando una tragedia ❤️","Critíquenme si quieren, ando viendo el final de Teen Wolf 😭","anticipation,sadness,trust",,
2018-Es-02401,1,2018-Es-01927,0.9997294545173645,"Que te despierte ahogandome en una pesadilla, no es bueno.","si yo no te vuelvo a ver, yo me voy a enloquecer, es para mí, la locura automática","love,pessimism,sadness",,
2018-Es-05568,1,2018-Es-03647,0.9994391798973083,@SxrcasticBatman -Derek frunció el ceño al escucharle y no pudo evitar soltar una pequeña carcajada.- ¿Dónde? -Y entonces el moreno bajó >,"@CKalher_ - Le espera en la puerta, frunciendo el ceño porque no tiene muy buen aspecto.-",none,,
2018-Es-04705,1,2018-Es-03419,0.9995612502098083,"@CesarTeo señora... Me pongo de pie por la platica tan dinámica, divertida, versátil, fresca, fluida... 33 mins de amenidad en mi vida!","@CristinaMachuca Chuuu.. tengo mala suerte en el juego, siempre!","pessimism,sadness",,
2018-Es-02721,1,2018-Es-00431,0.9998918771743774,@Camila_Cabello @BrunoMars ESTOY EMOCIONADA AAAAAH,@Camila_Cabello @BrunoMars QUE LINDO TODO ESTOT MUY EMOCIONADA,joy,,
2018-Es-04208,1,2018-Es-00317,0.9996804594993591,@manzanavioleta Si no te dormis hay sorpresa :),@FlorRatisconi Si la alegría es eso. :(,"joy,pessimism,sadness",,
2018-Es-06326,1,2018-Es-04221,0.9996790885925293,@Mar_DeChocolate Jajajaja no el chiste es que sea un buen susto jajaja,@ElmemoV Alabado sea el descuento jajajaj ,joy,,
2018-Es-03119,1,2018-Es-01713,0.9997776746749878,@DebRyanShow #Rayito esto me pone súper nerviosa jajaja ya quiero que pasen las 2 semanas😜😂😂👌🏻,"@Jona1795 Jajajaja cero, yo soy como la amiga que le hace ver el lado chistoso a su drama life 😂","joy,optimism",,
2018-Es-02626,1,2018-Es-01386,0.9992183446884155,"@otrodaniel bebito, ¡feliz cumpleaños! espero que disfrutes mucho el día 🤗 eres el mejor.",Brillas en lo más alto amiguito. Feliz dia para vos. Te amo y extraño tanto! 👼💟,"joy,love",,
2018-Es-06785,1,2018-Es-04180,0.9997848868370056,me desperte re temprano lpm y mi novia encima debe estar en el quinto sueño ,Pilar se durmiendo ahora se va a levantar a las 4 de la mañana ,anticipation,,
2018-Es-02097,1,2018-Es-00028,0.9993930459022522,@smxuller D: Me encanta tu cuenta. Amo como llevas a tu pj y tus fotos destacadas. Pareces una persona agradable.,"@clssypoetry Milena, tu personaje es hermosa, te queda muy bonita. Me gusta tu biografía y tu nombre. Pareces divertida y linda. —K","joy,love,optimism",,
2018-Es-03348,1,2018-Es-06814,0.9997128248214722,Lo peor andar en el @Transantiago q gente más mal educada 😡,@hcapriles @NicolasMaduro Y ellos que se dejan humillar... definitivamente un grupo de vzlanos perdió su dignidad....,"anger,disgust,sadness",,
2018-Es-03719,1,2018-Es-03551,0.999752402305603,Estaba #triste y ,Se fue ...... #tristeza,sadness,,
2018-Es-02777,1,2018-Es-06033,0.9996173977851868,Hacia tanto tiempo que no sonreía tanto a mi celular mientras hablaba con  alguien 😊,Tenía mucho que no me ponía tan nerviosa al hablar por teléfono.,fear,,
2018-Es-06926,1,2018-Es-06340,0.9998140931129456,No c si ir a urbanica tengo miedo  de perder mi dignidad,Ahorita quisiera que mi preocupación más grande fuese no poder ir festivales de música y esas cosas,"fear,pessimism,sadness",,
2018-Es-01374,1,2018-Es-05203,0.999784529209137,@MomokaRage Eso es que la habrá dejado un friki y estaba resentida.,"@NekoJitaBlog Pues eso, que él defiende que deben dormirse en su cama... ",none,,
2018-Es-06645,1,2018-Es-01458,0.9996607899665833,"Pago los precios de tenerte, darte amor y ser feliz","Que en la batalla del amor, sé que he peleado con honor, te lo di todo y lo perdí.",sadness,,
2018-Es-02549,1,2018-Es-04223,0.999609649181366,"@TejoMattioli Vale la pena para mechar con alguna otra serie. Está buena, para verla en la cena.","@Sergio_616 Btw si es por BSO me quedo con la de Wonder Woman la verdad, toda una sorpresa.",surprise,,
2018-Es-04879,1,2018-Es-05982,0.99969083070755,"Solo tengo Facebook para leer comentarios, los argumentos de la gente ofendida son bien graciosos. 😂","Yo me muerdo la lengua por no insultar, y a me lo devuelven así. Veo donde radica el mínimo respeto y educación 😐","anger,disgust",,
2018-Es-05592,1,2018-Es-01954,0.9996059536933899,¿Sabéis que Yoli tiene 21 años? Yo por poco no me entero. Solo lo ha dicho una vez. #Gala3GH #ironia,@LauraBarriosHer Y más encima me insulta!! Ufff...ahora ya se me pasó el susto y me dio toda la rabia 😠,"anger,disgust",,
2018-Es-01163,1,2018-Es-03678,0.9997351765632629,"Personas que generalizan sobre temas de los que saben bien poco, con argumentos estrambólicos que no van más allá de su percepción ",Con la facilidad que ciertas personas me cambian el humor es tremendo.,"anger,joy,surprise",,
2018-Es-05710,1,2018-Es-00165,0.9998118877410889,este Tito me hace llorar de la risa,Me hace enojar pero lo quiero igual ,"anger,love",,
2018-Es-01966,1,2018-Es-05105,0.999548614025116,"♥Feliz día del amigo♥ Gracias por todo, aunque miles de cosas hayan pasado o no nos hablemos más como antes, siguen siendo muy especial+","A pesar de tantos enojos, y dolores de cabeza hay alguien que esta ahí para hacerte reír al final del día 😍","joy,love,optimism",,
2018-Es-05820,1,2018-Es-02602,0.9994305372238159,Hasta que punto del límite puede llegar una ex resentida? 😂,Cuánta razón tiene mi hermana 😭 No todos están dispuestos...,sadness,,
2018-Es-02991,1,2018-Es-01831,0.9996979236602783,@Wolvefang PELEA DE SABLES,@andrizek @EuclidesFla JAIR VENTURA!!!,joy,,
2018-Es-00792,1,2018-Es-02215,0.9995633363723755,"@Bordeline10 en realidad si me interesaba porque trabaja en street machine y hay ropa bonita . Lo hice por eso , por un descuento ","@Bordeline10 tampoco me interesaba la verdad , solo que soy demasiado bueno recordando caras . No tengo ningun otro “talento” ","anger,pessimism",,
2018-Es-04918,1,2018-Es-01205,0.9996697306632996,"@Javierito321 Javierito...te amo, ta como amargada la jeva. No le pares...","@zumbado_valeria Yo sé que es duro amiga, pero te amo ",love,,
2018-Es-04392,1,2018-Es-04948,0.9996119141578674,@sthephannym Considerate afortunada. El mío hasta me ignora. ;),"@Semi_Ghoul Joe, yo te insulto y tú me halagas, así da gusto 😌","joy,pessimism,trust",,
2018-Es-04505,1,2018-Es-01559,0.9993270039558411,"Sin chavos no somos nadie, lamentablemente.",Sigo completamente indignada.,anger,,
2018-Es-01985,1,2018-Es-01954,0.9996124505996704,@lfaci Ahora van a fumar porros todos los días...Coalición Jamaica 🇯🇲 ja ja 😆,@LauraBarriosHer Y más encima me insulta!! Ufff...ahora ya se me pasó el susto y me dio toda la rabia 😠,"anger,disgust",,
2018-Es-06029,1,2018-Es-05591,0.9993618726730347,"Hoy encontré una librería atendida por un fantasma, un señor muy triste. Y es raro, porque pensé que los libros eran los tristes.","Primer disgusto del día. Me acaban de comunicar un robo en el colegio. Se han llevado, al menos, un ordenador. Suma y sigue, por desgracia.","anger,pessimism,sadness",,
2018-Es-03517,1,2018-Es-02367,0.9998039603233337,#Wisharsrecomienda la riqueza cultural que ofrece @InsolitaEdit Publicamos libros que revientan la cabeza #CienciaFicción #Terror #Fantasía,@EditorialFanes Nunca pensé que a los ladrones no les interesasen los libros #ironía,"anger,disgust,pessimism,sadness",,
2018-Es-02463,1,2018-Es-01583,0.9998021125793457,Dios está conmigo neta ,Me siento muy bendecida por Dios ,"joy,trust",,
2018-Es-03333,1,2018-Es-05499,0.9996868371963501,Quien juega contigo y tu mente no es un ser astuto es un cobarde.,No hay peor amor que el que no se da por miedo a que te dañen.,fear,,
2018-Es-06838,1,2018-Es-05150,0.9996795058250427,@chochos JAJAJAJAJAKA no te pases de corneta ,@julietaortiva q tristeza we JAJAJAAJ,"joy,sadness",,
2018-Es-02063,1,2018-Es-00272,0.9980107545852661,"—Cómo quitarle la diversión a la vida, libro escrito por Jiwoo.—",Perfil:  — Bien webon. — Bien inocente. — Solamente juega juegos.  — Tiene actitudes de matanza.  — Seguramente me mate luego de esto¿,"anger,anticipation,sadness",,
2018-Es-00770,1,2018-Es-03855,0.9997419118881226,@brozoxmizwebs Se me hace que es el 3GS ,@bbgxam Ese fue el primer susto que me lleve putos jueguitos,fear,,
2018-Es-03912,1,2018-Es-01016,0.9997562170028687,"@jeremiasmacario me puso contenta leer eso jajajaja yo a ustedes también, banco a ese grupito","@pajeranger Ay si, automaticamente al leer el mensaje más frívolo del mundo algún depresivo seguro se salva jajaja",joy,,
2018-Es-04350,1,2018-Es-01977,0.9996659159660339,"Echenique eres un #resentido con la vida, por eso hablas d esa manera tan miserable  #HomenajeBlancoEP","Echenique:""Esto le sirve al PP para insultar a Carmena1mujer q es jueza y q ha luchado toda su vidaxlo derechos humanos"".👏 #HomenajeBlancoEP","anger,disgust,joy,optimism",,
2018-Es-00763,1,2018-Es-05525,0.999747633934021,Horrenda la division politico administrativa chilena,Que susto da porraa,fear,,
2018-Es-03856,1,2018-Es-02967,0.9987982511520386,Recién levantado y ya enfadado! Muy bien todo . Buenos días,Por tanto aguante. Gracias 💛 ¡feliz día!,"joy,love",,
2018-Es-04766,1,2018-Es-00052,0.9995709657669067,"Deberían haberse rajado con la comida siquiera, para no llegar desesperado a comer.",Ahora se me perdió la piroba excusa.,"anger,sadness",,
2018-Es-05001,1,2018-Es-04280,0.9995993375778198,"Que feo,que anden matando gente en la calle,se ah puesto peligroso en Danlí,ya ni se puede salir a pie a comprar a la Pulpería. 😓😔😖","De esto que estas a las 5:30 en la calle, como toda persona normal, te suena la alarma y retumba por todo Maliaño 😂😂😂🖒",joy,,
